Dilshad Garden to Jhilmil via Dilshad Garden → Jhilmil | Lines: RED_Rithala to Dilshad Garden
Mansrover park to Nawada via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 → Dwarka Sector - 11 → Dwarka Sector - 12 → Dwarka Sector - 13 → Dwarka Sector - 14 → Dwarka → Dwarka Mor → Nawada | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Mor via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 → Dwarka Sector - 11 → Dwarka Sector - 12 → Dwarka Sector - 13 → Dwarka Sector - 14 → Dwarka → Dwarka Mor | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 → Dwarka Sector - 11 → Dwarka Sector - 12 → Dwarka Sector - 13 → Dwarka Sector - 14 → Dwarka | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 14 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 → Dwarka Sector - 11 → Dwarka Sector - 12 → Dwarka Sector - 13 → Dwarka Sector - 14 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 13 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 → Dwarka Sector - 11 → Dwarka Sector - 12 → Dwarka Sector - 13 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 12 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 → Dwarka Sector - 11 → Dwarka Sector - 12 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 11 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 → Dwarka Sector - 11 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 10 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 → Dwarka Sector - 10 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 9 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 → Dwarka Sector - 9 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 8 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 → Dwarka Sector - 8 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → BLUE_Dwarka Sector - 21 to Noida Electronic City
Mansrover park to Dwarka Sector - 21 via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Shivaji Stadium → Dhaula Kuan → Delhi Aerocity → IGI Airport → Dwarka Sector - 21 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi
Mansrover park to ITO via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Lal Quila → Jama Masjid → Delhi Gate → ITO | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Janpath via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Lal Quila → Jama Masjid → Delhi Gate → ITO → Mandi House → Janpath | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Khan Market via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Jawahar Lal Nehru Stadium via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Jangpura via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Lajpat Nagar via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Moolchand via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar → Moolchand | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Kailash Colony via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar → Moolchand → Kailash Colony | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Nehru Place via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar → Moolchand → Kailash Colony → Nehru Place | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Kalkaji Mandir via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar → Moolchand → Kailash Colony → Nehru Place → Kalkaji Mandir | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Govind Puri via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar → Moolchand → Kailash Colony → Nehru Place → Kalkaji Mandir → Govind Puri | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Harkesh Nagar Okhla via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar → Moolchand → Kailash Colony → Nehru Place → Kalkaji Mandir → Govind Puri → Harkesh Nagar Okhla | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
Mansrover park to Jasola-Apollo via Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Khan Market → Jawahar Lal Nehru Stadium → Jangpura → Lajpat Nagar → Moolchand → Kailash Colony → Nehru Place → Kalkaji Mandir → Govind Puri → Harkesh Nagar Okhla → Jasola-Apollo | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border
